timestamp,M1,M2,M3,M4,pitch,roll,yaw,thrust,accel_x,accel_y,accel_z,angle_x,angle_y,angle_z
6945,-282.89,307.58,259.07,-252.61,-4.56,19.70,275.54,7.79,-0.17,0.54,0.75,-36.49,-25.24
6946,-281.24,305.73,259.38,-252.98,-4.52,18.65,274.83,7.72,-0.14,0.43,0.69,-54.54,-35.42
6947,-279.51,304.94,259.57,-251.80,-4.41,18.27,273.95,8.30,-0.16,0.58,0.95,-26.84,-43.07
6948,-279.68,303.02,260.25,-251.76,-3.71,17.67,273.68,7.96,-0.26,0.70,0.90,-40.69,-34.29
6949,-278.29,301.61,261.16,-252.74,-3.72,16.50,273.45,7.94,-0.22,0.60,0.87,-67.93,-47.32
6950,-276.57,299.62,262.16,-253.41,-3.58,15.16,272.94,7.95,-0.20,0.55,0.86,-92.34,-45.08
6951,-273.91,297.89,263.46,-255.09,-3.90,13.31,272.59,8.09,-0.12,0.48,0.93,-119.20,-56.21
6952,-271.15,296.32,266.02,-258.52,-4.42,10.73,273.00,8.17,-0.10,0.39,1.00,-175.60,-61.51
6953,-268.98,295.10,268.54,-262.00,-4.90,8.39,273.66,8.16,-0.11,0.33,1.03,-200.61,-60.77
6954,-268.28,294.52,271.66,-265.34,-4.98,6.45,274.95,8.14,-0.19,0.44,1.03,-205.42,-60.93
6955,-266.65,293.85,273.48,-267.66,-5.35,4.84,275.41,8.26,-0.13,0.40,1.09,-179.12,-59.99
6956,-265.19,293.22,273.27,-269.48,-6.06,3.92,275.29,7.95,-0.09,0.21,0.97,-134.36,-57.78
6957,-263.10,292.05,272.25,-268.96,-6.42,3.49,274.09,8.06,-0.09,0.11,0.96,-89.33,-34.60
6958,-260.26,290.90,272.14,-270.01,-7.13,2.25,273.33,8.19,-0.02,0.04,1.02,-96.37,-35.73
6959,-257.66,289.39,273.57,-272.43,-7.65,0.26,273.26,8.22,-0.03,0.06,1.07,-148.60,-37.40
6960,-256.98,289.41,273.30,-272.69,-7.95,0.10,273.10,8.26,-0.11,0.16,1.11,-95.62,-42.74
6961,-257.24,289.08,271.93,-270.62,-7.63,0.94,272.22,8.29,-0.13,0.23,1.14,-13.37,-14.71
6962,-256.95,288.69,269.93,-269.34,-7.79,1.59,271.23,8.08,-0.08,0.09,1.06,26.73,0.89
6963,-255.93,288.31,269.30,-269.08,-8.04,1.46,270.66,8.15,-0.03,0.00,1.05,13.11,7.85
